STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
36,047,006800,4870,40.635272,-74.025942
36,047,006900,3537,40.685272,-73.991552
36,047,007000,2344,40.638118,-74.02497
36,047,007100,4495,40.683633,-73.98783
36,047,007200,1946,40.640364,-74.020278
36,047,007400,5451,40.641916,-74.016923
36,047,007500,4383,40.681608,-73.992614
36,047,007600,4412,40.644123,-74.0148
36,047,007700,3901,40.677758,-73.995528
36,047,007800,5068,40.646391,-74.012274
36,047,008000,4169,40.648384,-74.009799
36,047,008200,4141,40.650695,-74.007531
36,047,008400,3299,40.653935,-74.004343
36,047,008500,6956,40.675561,-74.006408
36,047,008600,0,40.647976,-74.003743
36,047,008800,3207,40.649628,-74.002337
36,047,009000,2994,40.646751,-73.997938
36,047,009200,5388,40.645135,-73.999002
36,047,009400,5805,40.643359,-74.001468
36,047,009600,6126,40.645996,-74.005704
36,047,009800,7024,40.643895,-74.008121
36,047,010000,6737,40.6415,-74.010495
36,047,010100,4093,40.657697,-74.000186
36,047,010200,5622,40.639379,-74.012441
36,047,010400,5908,40.636661,-74.008422
36,047,010600,5851,40.638948,-74.006168
36,047,010800,5280,40.640993,-74.003827
36,047,011000,2441,40.644174,-73.993019
36,047,011200,6436,40.642518,-73.995917
36,047,011400,3976,40.639449,-73.999324
36,047,011600,4816,40.635632,-74.003949
36,047,011700,2364,40.668034,-73.992632
36,047,011800,2253,40.636221,-74.011862
36,047,011900,1530,40.676802,-73.986233
36,047,012000,1268,40.632501,-74.009395
36,047,012100,1619,40.671273,-73.990723
36,047,012200,5339,40.63881,-74.017478
36,047,012600,2652,40.634497,-74.019883
36,047,012700,3507,40.68206,-73.982572
36,047,012801,2117,40.630606,-74.013849
36,047,012901,2159,40.681558,-73.978638
36,047,012902,1964,40.680123,-73.9764
36,047,013000,4792,40.632642,-74.021533
36,047,013100,3828,40.677721,-73.979685
36,047,013200,2239,40.628893,-74.014882
36,047,013300,3730,40.675175,-73.981156
36,047,013400,3907,40.629814,-74.021119
36,047,013500,3596,40.672797,-73.983029
36,047,013600,3927,40.627145,-74.023426
36,047,013700,3057,40.670425,-73.985182
36,047,013800,3168,40.624256,-74.025466
36,047,013900,3481,40.667935,-73.987522
36,047,014000,1826,40.620912,-74.019571
36,047,014100,3017,40.665388,-73.989291
36,047,014200,3223,40.622659,-74.023371
36,047,014300,3487,40.663381,-73.992621
36,047,014500,4179,40.66136,-73.995102
36,047,014700,2084,40.659578,-73.989924
36,047,014800,1209,40.616787,-74.012878
36,047,014900,4976,40.662549,-73.985051
36,047,015000,1574,40.615524,-74.010606
36,047,015100,3578,40.665554,-73.982592
36,047,015200,2309,40.616141,-74.024043
36,047,015300,3041,40.668041,-73.98063
36,047,015400,0,40.611183,-74.018907
36,047,015500,3272,40.670536,-73.978664
36,047,015700,4135,40.672971,-73.976281
36,047,015900,5036,40.675438,-73.973698
36,047,016000,4217,40.618486,-74.026989
36,047,016100,3075,40.679558,-73.973336
36,047,016200,2082,40.614054,-74.031161
36,047,016300,2991,40.678126,-73.970368
36,047,016400,764,40.606945,-74.027657
36,047,016500,5141,40.670098,-73.973942
36,047,016600,2059,40.61867,-74.016299
36,047,016700,4638,40.664285,-73.978784
36,047,016800,1510,40.604665,-74.015246
36,047,016900,4497,40.659503,-73.981384
36,047,017000,3254,40.61015,-74.012579
36,047,017100,3749,40.657146,-73.976802
36,047,017200,2931,40.608628,-74.010546
36,047,017400,1793,40.604302,-74.011358
36,047,017500,5,40.652141,-73.990253
36,047,017600,2295,40.602991,-74.008576
36,047,017700,0,40.659427,-73.969558
36,047,017800,2898,40.606988,-74.004864
36,047,017900,3624,40.684165,-73.971237
36,047,018000,3193,40.608166,-74.007348
36,047,018100,3936,40.687904,-73.9727
36,047,018200,3163,40.612346,-74.002764
36,047,018300,2500,40.691629,-73.971585
36,047,018400,2002,40.613642,-74.007149
36,047,018501,3827,40.694708,-73.974254
36,047,018600,2124,40.615625,-74.00508
36,047,018700,1411,40.694442,-73.970436
36,047,018800,2640,40.617397,-74.002852
36,047,019000,4782,40.621467,-74.000359
36,047,019100,2332,40.694731,-73.965377
36,047,019200,2772,40.62885,-73.999002
36,047,019300,5628,40.691228,-73.962328
36,047,019400,3305,40.62557,-74.000897
36,047,019500,3366,40.691743,-73.967638
36,047,019600,4353,40.623505,-74.004055
36,047,019700,3313,40.687964,-73.966613
36,047,019800,1702,40.619361,-74.006615
36,047,019900,2929,40.684491,-73.967126
36,047,020000,2265,40.620885,-74.008615
36,047,020100,3421,40.683983,-73.963628
36,047,020200,1874,40.622248,-74.010783
36,047,020300,1697,40.679868,-73.964906
36,047,020400,1708,40.623473,-74.013096
36,047,020500,2469,40.677319,-73.965722
36,047,020600,2220,40.625181,-74.015068
36,047,020700,4310,40.674862,-73.966681
36,047,020800,3048,40.626009,-74.009723
36,047,021000,3968,40.627781,-74.008377
36,047,021100,1210,40.697047,-73.974701
36,047,021200,4643,40.629492,-74.00577
36,047,021300,4205,40.668048,-73.960297
36,047,021400,2152,40.631854,-74.002483
36,047,021500,5307,40.673123,-73.964015
36,047,021600,4015,40.632973,-73.999882
36,047,021700,3597,40.672696,-73.959061
36,047,021800,3761,40.634422,-73.997969
36,047,021900,3595,40.67215,-73.955235
36,047,022000,4939,40.636253,-73.995473
36,047,022100,3609,40.676305,-73.95433
36,047,022200,4693,40.638129,-73.99291
36,047,022400,5486,40.640399,-73.990254
36,047,022600,2516,40.642401,-73.987327
36,047,022700,3454,40.681533,-73.957029
36,047,022800,3306,40.639393,-73.981121
36,047,022900,3395,40.685153,-73.95675
36,047,023000,4515,40.637818,-73.98424
36,047,023100,3025,40.686057,-73.960944
36,047,023200,5699,40.636223,-73.986408
36,047,023300,5061,40.689233,-73.95787
36,047,023400,5059,40.634012,-73.988222
36,047,023500,3928,40.69255,-73.95781
36,047,023600,5600,40.632237,-73.989993
36,047,023800,4590,40.630501,-73.991344
36,047,024000,4693,40.62868,-73.992873
36,047,024100,2229,40.691838,-73.954246
36,047,024200,2984,40.626073,-73.992886
36,047,024300,3786,40.687422,-73.952844
36,047,024400,3238,40.621752,-73.986135
36,047,024500,3946,40.682853,-73.951872
36,047,024600,3256,40.618295,-73.981273
36,047,024700,2316,40.679418,-73.94912
36,047,024800,2698,40.621017,-73.989546
36,047,024900,3823,40.683105,-73.948397
36,047,025000,1722,40.622674,-73.996092
36,047,025100,3816,40.687762,-73.949369
36,047,025200,4786,40.619978,-73.992386
36,047,025300,2754,40.693362,-73.950481
36,047,025400,3500,40.616875,-73.984168
36,047,025500,5102,40.697539,-73.951315
36,047,025600,3058,40.615211,-73.986052
36,047,025700,2131,40.698342,-73.946806
36,047,025800,4597,40.613396,-73.98741
36,047,025901,2010,40.695094,-73.9457
36,047,025902,3419,40.696966,-73.945154
36,047,026000,3649,40.616842,-73.992317
36,047,026100,4917,40.692381,-73.945785
36,047,026200,2374,40.619017,-73.997018
36,047,026300,1868,40.68921,-73.944873
36,047,026400,4592,40.614809,-73.997553
36,047,026500,3838,40.68706,-73.944424
36,047,026600,3733,40.61262,-73.990253
36,047,026700,3920,40.684023,-73.943983
36,047,026800,4188,40.610402,-73.990255
36,047,026900,2770,40.681151,-73.943115
36,047,027000,2449,40.605785,-73.98987
36,047,027100,2471,40.678923,-73.93873
36,047,027200,3480,40.608259,-73.992671
36,047,027300,2813,40.680976,-73.93745
36,047,027400,3028,40.611042,-73.995425
36,047,027500,4180,40.683909,-73.938332
36,047,027600,3694,40.611216,-73.999171
36,047,027700,3945,40.687012,-73.938677
36,047,027800,3220,40.607183,-74.000829
36,047,027900,3674,40.68978,-73.939266
36,047,028000,1761,40.602144,-74.005614
36,047,028100,4193,40.692876,-73.939293
36,047,028200,2943,40.600781,-74.004058
36,047,028300,4097,40.695284,-73.940315
36,047,028400,4003,40.605879,-73.998712
36,047,028501,428,40.699108,-73.940342
36,047,028502,2802,40.69746,-73.940804
36,047,028600,4814,40.599506,-74.001728
36,047,028700,2991,40.695227,-73.93536
36,047,028800,3458,40.604451,-73.996621
36,047,028900,3538,40.693104,-73.933069
36,047,029000,3920,40.603366,-73.994106
36,047,029100,3101,40.690206,-73.933729
36,047,029200,2539,40.599317,-73.998267
36,047,029300,3106,40.687453,-73.933001
36,047,029400,2321,40.596482,-73.997156
36,047,029500,3425,40.684548,-73.932342
36,047,029600,5546,40.600904,-73.993159
36,047,029700,3344,40.6811,-73.931364
36,047,029800,3717,40.60093,-73.988014
36,047,029900,2579,40.678056,-73.925843
36,047,030000,4120,40.597687,-73.989143
36,047,030100,2750,40.677483,-73.91501
36,047,030200,4214,40.595614,-73.990488
36,047,030300,4458,40.675132,-73.917464
36,047,030400,4281,40.593413,-73.993082
36,047,030500,5549,40.676415,-73.959384
36,047,030600,2005,40.59066,-73.986269
36,047,030700,4544,40.675362,-73.925235
36,047,030800,1949,40.585879,-73.984652
36,047,030900,1754,40.675865,-73.93327
36,047,031100,2833,40.676235,-73.939307
36,047,031300,4648,40.676349,-73.944478
36,047,031400,4544,40.588101,-73.989091
36,047,031500,5175,40.676757,-73.949865
36,047,031701,3433,40.673938,-73.94992
36,047,031702,3363,40.671257,-73.950408
36,047,031900,3508,40.667196,-73.949281
36,047,032100,5001,40.666698,-73.952176
36,047,032300,3554,40.666838,-73.954928
36,047,032500,6405,40.666631,-73.957719
36,047,032600,6948,40.575935,-73.988969
36,047,032700,2924,40.662344,-73.958745
36,047,032800,3138,40.57631,-73.998168
36,047,032900,5582,40.66323,-73.948016
36,047,033000,4587,40.578934,-74.000911
36,047,033100,4520,40.664021,-73.941092
36,047,033300,4085,40.665858,-73.941999
36,047,033500,3139,40.667493,-73.941392
36,047,033600,4759,40.57723,-74.007064
36,047,033700,4105,40.669432,-73.941923
36,047,033900,4376,40.671212,-73.941545
36,047,034000,2248,40.57221,-73.995852
36,047,034100,2607,40.673493,-73.9451
36,047,034200,6502,40.574108,-73.996998
36,047,034300,5281,40.673838,-73.938499
36,047,034500,2647,40.672692,-73.933002
36,047,034700,3228,40.672445,-73.928022
36,047,034800,2537,40.579465,-73.982126
36,047,034900,5403,40.668163,-73.929769
36,047,035000,3296,40.577754,-73.977867
36,047,035100,4597,40.668526,-73.932538
36,047,035200,1246,40.572872,-73.990155
36,047,035300,5161,40.668849,-73.935288
36,047,035400,6271,40.578125,-73.974083
36,047,035500,5253,40.664444,-73.933338
36,047,035601,2912,40.58093,-73.969682
36,047,035602,5271,40.578115,-73.970043
36,047,035700,2506,40.669957,-73.926836
36,047,035900,5685,40.670429,-73.923863
36,047,036001,3217,40.57595,-73.965631
36,047,036002,3930,40.576441,-73.961324
36,047,036100,2608,40.669767,-73.919853
36,047,036200,4204,40.578273,-73.963446
36,047,036300,4108,40.672134,-73.917278
36,047,036400,2405,40.580324,-73.963709
36,047,036501,2624,40.67524,-73.911773
36,047,036502,1255,40.675019,-73.907035
36,047,036600,4767,40.582386,-73.963556
36,047,036700,1305,40.677357,-73.906117
36,047,036900,4923,40.6796,-73.909236
36,047,037000,4085,40.588063,-73.962768
36,047,037100,4120,40.680338,-73.914006
36,047,037300,3784,40.683788,-73.915243
36,047,037401,4301,40.58782,-73.967765
36,047,037402,4573,40.58648,-73.971725
36,047,037500,2910,40.687273,-73.921443
36,047,037700,3660,40.68391,-73.92014
36,047,037900,3706,40.680729,-73.919196
36,047,038100,4763,40.68118,-73.925026
36,047,038200,5943,40.591714,-73.981535
36,047,038300,3931,40.684615,-73.9262
36,047,038500,3422,40.6875,-73.927026
36,047,038600,3477,40.592262,-73.975094
36,047,038700,4010,40.690546,-73.928092
36,047,038800,3841,40.592822,-73.969023000000007
36,047,038900,2773,40.699448,-73.937169
36,047,039000,2282,40.592836,-73.964264
36,047,039100,2303,40.699378,-73.933711
36,047,039200,2756,40.595666,-73.963067
36,047,039300,3549,40.695625,-73.930112
36,047,039400,2441,40.598575,-73.964671
36,047,039500,3380,40.693014,-73.924655
36,047,039600,2126,40.597221,-73.969703
36,047,039700,3389,40.688888,-73.919033
36,047,039800,2644,40.595441,-73.976305
36,047,039900,3823,40.69016,-73.917424
36,047,040000,3069,40.597737,-73.976669
36,047,040100,3518,40.68651,-73.912879
36,047,040200,2740,40.596411,-73.982425
36,047,040300,3538,40.684409,-73.908813
36,047,040400,2551,40.602023,-73.985323
36,047,040500,1480,40.681901,-73.905549
36,047,040600,3184,40.600409,-73.982144
36,047,040700,14,40.684302,-73.901218
36,047,040800,3566,40.601188,-73.979213
36,047,040900,3752,40.691586,-73.905287
36,047,041000,1773,40.601074,-73.975806
36,047,041100,3302,40.687999,-73.907359
36,047,041200,2929,40.604581,-73.974402
36,047,041300,3822,40.690078,-73.910686
36,047,041401,1351,40.601701,-73.971107
36,047,041402,1612,40.603181,-73.967949
36,047,041500,4064,40.691779,-73.91414
36,047,041600,2324,40.602094,-73.963481
36,047,041700,3609,40.693752,-73.918148
36,047,041800,2359,40.605423,-73.964906
36,047,041900,3770,40.69535,-73.920999
36,047,042000,1896,40.609432,-73.96448
36,047,042100,3920,40.697007,-73.924101
36,047,042200,3568,40.607028,-73.96981
36,047,042300,4217,40.698929,-73.927205
36,047,042400,3666,40.606635,-73.976325
36,047,042500,3042,40.701419,-73.929886
36,047,042600,4135,40.605766,-73.980242
36,047,042700,5074,40.703614,-73.926787
36,047,042800,3857,40.60598,-73.984344
36,047,042900,5630,40.7015,-73.923345
36,047,043000,3333,40.60945,-73.983525
36,047,043100,5113,40.700126,-73.919837
36,047,043200,4250,40.610731,-73.980744
36,047,043300,4064,40.69797,-73.915774
36,047,043400,3433,40.610068,-73.976741
36,047,043500,4463,40.695143,-73.912159
36,047,043600,4160,40.613133,-73.977909
36,047,043700,5240,40.693351,-73.908316
36,047,043800,2481,40.610384,-73.97081
36,047,043900,3829,40.697639,-73.909803
36,047,044000,2880,40.613062,-73.971101
36,047,044100,5643,40.70157,-73.914167
36,047,044200,2658,40.612342,-73.965488
36,047,044300,5557,40.70319,-73.916617
36,047,044400,3336,40.615731,-73.969795
36,047,044500,4446,40.705014,-73.919604
36,047,044600,1909,40.615038,-73.975851
36,047,044700,2310,40.706773,-73.922082
36,047,044800,1915,40.618389,-73.971338
36,047,044900,2932,40.718635,-73.938411
36,047,045000,673,40.622664,-73.973727
36,047,045200,2701,40.619807,-73.968131
36,047,045300,2017,40.706308,-73.929283
36,047,045400,1852,40.618492,-73.964974
36,047,045600,2357,40.62699,-73.966881
36,047,045800,1490,40.626536,-73.969194
36,047,046000,3729,40.630817,-73.967575
36,047,046201,2632,40.627881,-73.973148
36,047,046202,1803,40.624795,-73.973839
36,047,046400,2838,40.624534,-73.978745
36,047,046800,2054,40.62123,-73.980838
36,047,047000,2886,40.625519,-73.986638
36,047,047200,3141,40.626707,-73.983462
36,047,047400,2969,40.628675,-73.982179
36,047,047600,3646,40.630748,-73.980676
36,047,047700,3318,40.717713,-73.941645
36,047,047800,4848,40.633299,-73.979094
36,047,048000,3769,40.630159,-73.974485
36,047,048100,2778,40.713799,-73.938701
36,047,048200,5331,40.633141,-73.969575
36,047,048400,5481,40.634241,-73.973853
36,047,048500,2510,40.706004,-73.936444
36,047,048600,3568,40.639376,-73.978387
36,047,048800,4395,40.640326,-73.975925
36,047,048900,4039,40.702822,-73.939219
36,047,049000,5899,40.638245,-73.97289
36,047,049100,6418,40.704015,-73.944858
36,047,049200,3495,40.640574,-73.970284
36,047,049300,7625,40.70767,-73.941331
36,047,049400,5308,40.642868,-73.973819
36,047,049500,2603,40.712231,-73.943222
36,047,049600,4513,40.643706,-73.980612
36,047,049700,2645,40.716262,-73.944709
36,047,049800,4232,40.64532,-73.982375
36,047,049900,1753,40.721301,-73.946664
36,047,050000,3474,40.647892,-73.977324
36,047,050100,2786,40.715383,-73.948439
36,047,050202,2201,40.65367,-73.974887
36,047,050300,2582,40.712016,-73.947419
36,047,050400,4527,40.648377,-73.973511
36,047,050500,4163,40.708012,-73.945183
36,047,050600,6016,40.649005,-73.966794
36,047,050700,2288,40.702143,-73.946773
36,047,050801,4080,40.651251,-73.960842
36,047,050803,2464,40.653742,-73.960723
36,047,050804,6250,40.652693,-73.963569
36,047,050900,3694,40.703263,-73.95089
36,047,051001,3926,40.646109,-73.96009
36,047,051002,4725,40.648619,-73.960925
36,047,051100,3933,40.707292,-73.948917
36,047,051200,6398,40.646337,-73.962831
36,047,051300,4332,40.711044,-73.951402
36,047,051400,7366,40.642485,-73.961066
36,047,051500,1372,40.718257,-73.950401
36,047,051601,5732,40.638617000000004,-73.957002
36,047,051602,4028,40.641592,-73.958185
36,047,051700,1735,40.719561,-73.956352
36,047,051800,3415,40.636612,-73.960656
36,047,051900,3564,40.715381,-73.955355
36,047,052000,4228,40.636884,-73.964388
36,047,052300,5469,40.711739,-73.958537
36,047,052500,3499,40.708342,-73.960533
36,047,052600,4357,40.636493,-73.966646
36,047,052700,6629,40.708525,-73.953446
36,047,052800,1818,40.630535,-73.963071
36,047,052900,3979,40.705798,-73.954493
36,047,053000,3465,40.627446,-73.96343
36,047,053100,7027,40.70061,-73.953573
36,047,053200,2579,40.626594,-73.960527
36,047,053300,6566,40.703627,-73.957167
36,047,053400,4383,40.62264,-73.962603
36,047,053500,4348,40.706154,-73.960963
36,047,053700,3575,40.700303,-73.958999
36,047,053800,4473,40.618149,-73.956687
36,047,053900,2756,40.703181,-73.962324
36,047,054200,4450,40.612745,-73.96088
36,047,054300,327,40.696905,-73.967677
36,047,054400,3406,40.612985,-73.956946
36,047,054500,8008,40.705333,-73.965192
36,047,054600,4346,40.613077,-73.953323
36,047,054700,5245,40.70849,-73.965754
36,047,054800,1989,40.610114,-73.948663
36,047,054900,3122,40.710675,-73.965495
36,047,055000,3551,40.608671,-73.952849
36,047,055100,4597,40.713182,-73.962711
36,047,055200,3498,40.608145,-73.955852
36,047,055300,2596,40.716429,-73.959186
36,047,055400,4216,40.607458,-73.959934
36,047,055500,1959,40.717916,-73.962419
36,047,055600,3712,40.603614,-73.959604
36,047,055700,1655,40.720622,-73.959498
36,047,055800,2390,40.603558,-73.955201
36,047,056000,3493,40.60425,-73.951862
36,047,056100,3295,40.726784,-73.954484
36,047,056200,1654,40.60444,-73.947454
36,047,056300,4360,40.734035,-73.957075
36,047,056400,2451,40.606777,-73.943232
36,047,056500,3255,40.730507,-73.956322
36,047,056600,2419,40.602897,-73.941832
36,047,056800,1314,40.60256,-73.937771
36,047,056900,1630,40.72407,-73.951371
36,047,057000,3384,40.599143,-73.936558
36,047,057100,4400,40.724836,-73.947464
36,047,057200,5443,40.596287,-73.938209
36,047,057300,2608,40.727589,-73.949251
36,047,057400,2657,40.601224,-73.944363
36,047,057500,4249,40.73221,-73.95321
36,047,057600,2918,40.599983,-73.947634
36,047,057800,3176,40.599299,-73.951499
36,047,057900,1117,40.735794,-73.953258
36,047,058000,3365,40.599043,-73.955428
36,047,058200,2967,40.598551,-73.959229
36,047,058400,3620,40.593825,-73.9582
36,047,058600,2519,40.594591,-73.954808
36,047,058800,3245,40.589338,-73.958054
36,047,058900,1904,40.726674,-73.943536
36,047,059000,1899,40.59016,-73.955016
36,047,059100,3920,40.723386,-73.942693
36,047,059200,3870,40.592658,-73.951147
36,047,059300,2228,40.724962,-73.93916
36,047,059401,7628,40.592923,-73.947921
36,047,059402,4551,40.594464,-73.942993
36,047,059600,2306,40.591183,-73.939609
36,047,059800,3427,40.588016,-73.936796
36,047,060000,6067,40.586934,-73.945629
36,047,060600,2555,40.586499,-73.95662
36,047,060800,3574,40.584034,-73.951566
36,047,061002,4508,40.576679,-73.956525
36,047,061003,1984,40.581375,-73.958747
36,047,061004,6447,40.579491,-73.955649
36,047,061200,1076,40.580722,-73.950023
36,047,061600,1656,40.577665,-73.943349
36,047,062000,1850,40.578822,-73.946744
36,047,062200,3252,40.584677,-73.934362
36,047,062600,2788,40.593304,-73.934875
36,047,062800,5226,40.59088,-73.926042
36,047,063200,1447,40.600116,-73.93184
36,047,063600,1236,40.610024,-73.936137
36,047,063800,1524,40.606578,-73.938893
36,047,064000,1599,40.611158,-73.939997
36,047,064200,2518,40.612701,-73.946306
36,047,064400,2528,40.61426,-73.942335
36,047,064600,2189,40.616082,-73.939869
36,047,064800,1945,40.617815,-73.936766
36,047,065000,1389,40.62009,-73.933326
36,047,065200,1232,40.614667,-73.930147
36,047,065400,1607,40.612818,-73.931694
36,047,065600,1708,40.613002,-73.934923
36,047,065800,1762,40.60806,-73.931262
36,047,066000,1773,40.609028,-73.928098
36,047,066200,1411,40.609377,-73.925283
36,047,066600,0,40.585061,-73.918468
36,047,067000,2680,40.612727,-73.922382
36,047,067200,1422,40.619826,-73.9282
36,047,067400,1964,40.620063,-73.930225
36,047,067600,1657,40.625101,-73.926977
36,047,067800,2660,40.626236,-73.922675
36,047,068000,1809,40.621316,-73.925021
36,047,068200,2432,40.616552,-73.924131
36,047,068600,1533,40.61458,-73.9175
36,047,068800,1614,40.61723,-73.919194
36,047,069000,1791,40.61996,-73.920908
36,047,069200,2392,40.623546,-73.920163
36,047,069601,3780,40.626196,-73.914654
36,047,069602,5995,40.62245,-73.910752
36,047,069800,1277,40.616378,-73.91398
36,047,070000,1703,40.619901,-73.906845
36,047,070201,6573,40.608667,-73.91008
36,047,070202,37,40.59774,-73.900383
36,047,070203,0,40.609131,-73.86584
36,047,070600,2700,40.616607,-73.902668
36,047,072000,2167,40.628097,-73.91993
36,047,072200,2655,40.631914,-73.924419
36,047,072400,1755,40.634172,-73.925745
36,047,072600,2093,40.631798,-73.933543
36,047,072800,3193,40.629484,-73.926669
36,047,073000,1979,40.625992,-73.930289
36,047,073200,2096,40.627897,-73.933891
36,047,073400,1889,40.627548,-73.937218
36,047,073600,3368,40.624274,-73.935799
36,047,073800,3225,40.622437,-73.939307
36,047,074000,3531,40.627376,-73.941479
36,047,074200,3292,40.626739,-73.944986
36,047,074400,2492,40.622458,-73.943132
36,047,074600,2003,40.618899,-73.941741
36,047,074800,2012,40.622137,-73.946645
36,047,075000,3029,40.626636,-73.948541
36,047,075200,1130,40.62614,-73.952487
36,047,075400,1488,40.621514,-73.950687
36,047,075600,1993,40.616477,-73.947812
36,047,075800,1816,40.616456,-73.952582
36,047,076000,2776,40.621591,-73.955392
36,047,076200,4235,40.625681,-73.956573
36,047,076400,3487,40.631875,-73.958279
36,047,076600,2061,40.63301,-73.957101
36,047,076800,3407,40.61818,-73.961326
36,047,077000,2722,40.635772,-73.952809
36,047,077200,3394,40.632121,-73.953628
36,047,077400,2881,40.630828,-73.947786
36,047,077600,3806,40.630845,-73.942348
36,047,078000,2092,40.634417,-73.939137
36,047,078200,3864,40.637829,-73.942719
36,047,078400,2348,40.63415,-73.94291
36,047,078600,4256,40.634248,-73.946902
36,047,078800,3422,40.637456,-73.948203
36,047,079000,5094,40.640856,-73.953519
36,047,079200,4372,40.644547,-73.954383000000007
36,047,079400,1864,40.64807,-73.954479
36,047,079601,4413,40.656549,-73.958255
36,047,079602,4814,40.652886,-73.957696
36,047,079801,3037,40.660386,-73.958755
36,047,079802,5451,40.658263,-73.961446
36,047,080000,3487,40.66084,-73.953327
36,047,080200,4304,40.657726,-73.953295
36,047,080400,3250,40.659692,-73.949067
36,047,080600,3386,40.661666,-73.943481
36,047,080800,1197,40.657844,-73.939128
36,047,081000,2300,40.659333,-73.944458
36,047,081400,2635,40.653569,-73.940215
36,047,081600,2791,40.652767,-73.944065
36,047,081800,4551,40.652956,-73.948002
36,047,082000,5281,40.653492,-73.951314
36,047,082200,7280,40.653487,-73.954449
36,047,082400,4730,40.648779,-73.948922
36,047,082600,5513,40.64501,-73.948962
36,047,082800,3814,40.641223,-73.949563
36,047,083000,5997,40.640403,-73.945367
36,047,083200,2289,40.64169,-73.941675
36,047,083400,1701,40.641517,-73.93852
36,047,083600,1929,40.638241,-73.935148
36,047,083800,2189,40.641887,-73.935024
36,047,084000,2412,40.641931,-73.931629
36,047,084600,1963,40.642352,-73.927362
36,047,084800,1750,40.646465,-73.927662
36,047,085000,1374,40.64555,-73.93275
36,047,085200,29,40.646987,-73.938107
36,047,085400,2052,40.64473,-73.943052
36,047,085600,3608,40.6485,-73.944931
36,047,085800,2434,40.650226,-73.939477
36,047,086000,3426,40.650083,-73.933113
36,047,086200,2996,40.650277,-73.928229
36,047,086400,2231,40.654579,-73.924361
36,047,086600,3149,40.656151,-73.926759
36,047,086800,3156,40.65429,-73.929539
36,047,087000,3204,40.65409,-73.933381
36,047,087200,2868,40.653646,-73.936609
36,047,087401,3142,40.660309,-73.938442
36,047,087600,1742,40.660935,-73.935725
36,047,087800,3006,40.658481,-73.930294
36,047,088000,2863,40.661489,-73.931298
36,047,088200,6740,40.660534,-73.925919
36,047,088400,5236,40.662314,-73.92461
36,047,088600,4427,40.657706,-73.920508
36,047,088800,3923,40.654263,-73.91799
36,047,089000,6319,40.657676,-73.916427
36,047,089200,3651,40.663041,-73.922009
36,047,089400,3430,40.661317,-73.91626
36,047,089600,3546,40.657929,-73.912442
36,047,089800,2089,40.662676,-73.913872
36,047,090000,5508,40.666186,-73.920193
36,047,090200,3451,40.667606,-73.914999
36,047,090600,4581,40.670115,-73.909007
36,047,090800,3990,40.670985,-73.905134
36,047,091000,5610,40.665715,-73.904159
36,047,091200,6814,40.664884,-73.907479
36,047,091600,4325,40.659088,-73.909354
36,047,091800,2804,40.661821,-73.90539
36,047,092000,3154,40.658226,-73.904388
36,047,092200,2691,40.655209,-73.907393
36,047,092400,2656,40.665815,-73.911163
36,047,092800,2656,40.652572,-73.911985
36,047,093000,2547,40.649891,-73.915451
36,047,093200,1142,40.638357,-73.931077
36,047,093400,2401,40.649107,-73.919064
36,047,093600,1628,40.649551,-73.921585
36,047,093800,2374,40.650512,-73.924792
36,047,094401,3202,40.638211,-73.922984
36,047,094402,2886,40.635081,-73.92078
36,047,094600,1830,40.645466,-73.924099
36,047,095000,2906,40.637021,-73.916822
36,047,095400,4607,40.638838,-73.914588
36,047,095600,4042,40.635654,-73.910792
36,047,095800,3456,40.640862,-73.911841
36,047,096000,0,40.645927,-73.914764
36,047,096200,1717,40.64487,-73.909978
36,047,096400,2361,40.641957,-73.907454
36,047,096600,2164,40.640152,-73.903734
36,047,096800,1471,40.644327,-73.904272
36,047,097000,2105,40.64697,-73.907265
36,047,097400,2724,40.6476,-73.898816
36,047,098200,4305,40.650508,-73.895135
36,047,098400,1978,40.646413,-73.891722
36,047,098600,2862,40.645016,-73.894532
36,047,098800,3054,40.642893,-73.897546
36,047,099000,1422,40.639058,-73.898681
36,047,099200,1833,40.637512,-73.901276
36,047,099400,1978,40.635238,-73.904671
36,047,099600,3631,40.63331,-73.907726
36,047,099800,3784,40.629973,-73.906872
36,047,100400,2567,40.630718,-73.903749
36,047,100600,2489,40.632171,-73.900913
36,047,100800,2124,40.634091,-73.898097
36,047,101000,2318,40.635978,-73.895067
36,047,101200,1932,40.639875,-73.893858
36,047,101400,2160,40.641889,-73.890912
36,047,101600,1464,40.643607,-73.88848
36,047,101800,1851,40.641816,-73.885051
36,047,102000,1922,40.637956,-73.886796
36,047,102200,2075,40.636578,-73.889719
36,047,102400,2123,40.632906,-73.893348
36,047,102600,2771,40.629564,-73.898526
36,047,102800,1579,40.630488,-73.889768
36,047,103400,3918,40.633523,-73.886227
36,047,105801,6928,40.65004,-73.881296
36,047,105804,6426,40.647569,-73.883802
36,047,107000,322,40.657254,-73.871267
36,047,107800,3849,40.656843,-73.880063
36,047,109800,1917,40.653922,-73.89964
36,047,110400,4358,40.659431,-73.888513
36,047,110600,4311,40.65708,-73.884647
36,047,111000,3216,40.660584,-73.881375
36,047,111600,3484,40.664286,-73.877046000000007
36,047,111800,3053,40.668632,-73.876223
36,047,112000,3155,40.666658,-73.880568
